MAG,MG,Coverage
MAG02597,MG_198279,51.012466
MAG02598,MG_198301,100.129135
MAG02599,MG_198301,23.615843
MAG02600,MG_198301,45.691288
MAG02601,MG_198301,54.74012
MAG02602,MG_198301,46.809826
MAG02603,MG_198301,66.49044
MAG02604,MG_198301,66.28256
MAG02605,MG_198301,25.848644
MAG02606,MG_198301,15.786491
MAG02607,MG_198301,749.63367
MAG02608,MG_198301,11.652143
MAG02609,MG_198301,20.619936
MAG02610,MG_198301,31.13112
MAG02611,MG_198301,182.88077
MAG02612,MG_198301,198.52965
MAG02613,MG_198301,50.69403
MAG02614,MG_198301,152.90758
MAG02615,MG_198301,119.31144
MAG02616,MG_198301,21.856014
MAG02617,MG_198301,231.79144
MAG02618,MG_198301,95.8915
MAG02619,MG_198301,1586.2715
MAG02620,MG_198301,42.770424
MAG02621,MG_198301,66.94149
MAG02622,MG_198301,947.3913
MAG02623,MG_198301,39.56093
MAG02624,MG_198301,88.65397
MAG02625,MG_198365,594.0394
MAG02626,MG_198365,124.666016
MAG02627,MG_198365,424.60342
MAG02628,MG_198365,2365.0754
MAG02629,MG_198365,1333.3345
MAG02630,MG_198437,240.98138
MAG02631,MG_199095,784.6757
MAG02632,MG_199147,60.763752
MAG02633,MG_199147,1845.6179
MAG02634,MG_199199,12.771627
MAG02635,MG_199199,9.535574
MAG02636,MG_199199,30.602613
MAG02637,MG_199199,13.374584
MAG02638,MG_199199,9.260499
MAG02639,MG_199199,28.495754
MAG02640,MG_199199,17.538242
MAG02641,MG_199199,15.864695
MAG02642,MG_199199,95.01188
MAG02643,MG_199199,128.16342
MAG02644,MG_199199,14.379359
MAG02645,MG_199199,22.085737
MAG02646,MG_199199,70.03492
MAG02647,MG_199199,25.63915
MAG02648,MG_199199,10.883828
MAG02649,MG_199199,9.554341
MAG02650,MG_199199,8.279392
MAG02651,MG_199199,7.760876
MAG02652,MG_199199,17.80241
MAG02653,MG_199199,52.22461
MAG02654,MG_199199,50.35346
MAG02655,MG_199199,9.214579
MAG02656,MG_199199,29.009491
MAG02657,MG_199199,47.547684
MAG02658,MG_199199,42.416225
MAG02659,MG_199199,25.407312
MAG02660,MG_199199,20.683285
MAG02661,MG_199199,7.523059
MAG02662,MG_199199,88.77372
MAG02663,MG_199199,94.85461
MAG02664,MG_199199,10.489372
MAG02665,MG_199199,6.830961
MAG02666,MG_199199,46.07719
MAG02667,MG_199199,76.807465
MAG02668,MG_199199,6.9639645
MAG02669,MG_199199,308.24692
MAG02670,MG_199199,5.989394
MAG02671,MG_199199,19.979692
MAG02672,MG_199199,171.07391
MAG02673,MG_199199,14.079553
MAG02674,MG_199199,60.21296
MAG02675,MG_199199,41.143215
MAG02676,MG_1992RFLQV1,297.2347
MAG02677,MG_199350,35.890537
MAG02678,MG_199350,39.354816
MAG02679,MG_199350,271.77725
MAG02680,MG_199350,150.01308
MAG02681,MG_199350,6.9856734
MAG02682,MG_199350,10.215728
MAG02683,MG_199350,56.48484
MAG02684,MG_199350,16.589174
MAG02685,MG_199350,116.24326
MAG02686,MG_199350,1545.9408
MAG02687,MG_199350,8.124988
MAG02688,MG_199350,26.378128
MAG02689,MG_199350,63.211906
MAG02690,MG_199350,11.206799
MAG02691,MG_199350,186.87941
MAG02692,MG_199350,20.933304
MAG02693,MG_199350,42.36477
MAG02694,MG_199350,27.253496
MAG02695,MG_199350,608.6008
MAG02696,MG_199350,212.0569
MAG02697,MG_199350,32.914974
MAG02698,MG_199350,44.64759
MAG02699,MG_199350,207.00127
MAG02700,MG_199350,150.32565
MAG02701,MG_199350,8.288547
MAG02702,MG_199350,17.333202
MAG02703,MG_199350,87.28452
MAG02704,MG_199350,14.282937
MAG02705,MG_199350,22.490334
MAG02706,MG_199350,664.5405
MAG02707,MG_199358,75.3155
MAG02708,MG_199358,1243.2954
MAG02709,MG_199358,100.39533
MAG02710,MG_199358,225.95155
MAG02711,MG_199358,32.473114
MAG02712,MG_199358,70.59768
MAG02713,MG_199358,9.130505
MAG02714,MG_199358,10.337835
MAG02715,MG_199358,112.69169
MAG02716,MG_199358,3067.1003
MAG02717,MG_199358,34.236755
MAG02718,MG_199358,15.7618
MAG02719,MG_199358,16.766119
MAG02720,MG_199358,74.25336
MAG02721,MG_199358,7.6571593
MAG02724,MG_199414,142.0507
MAG02725,MG_199414,36.87636
MAG02726,MG_199414,13.268336
MAG02727,MG_199414,201.41072
MAG02728,MG_199414,39.34924
MAG02729,MG_199414,117.193634
MAG02730,MG_199414,352.9051
MAG02731,MG_199414,1656.4945
MAG02732,MG_199414,199.32513
MAG02733,MG_199414,346.78293
MAG02734,MG_199414,621.0729
MAG02735,MG_199414,13.787748
MAG02736,MG_199414,175.97484
MAG02737,MG_199414,58.98342
MAG02738,MG_199414,12.651714
MAG02739,MG_199414,598.3571
MAG02740,MG_199414,23.388252
MAG02741,MG_199414,72.37968
MAG02742,MG_199414,17.268711
MAG02743,MG_199414,29.011478
MAG02744,MG_199414,52.561462
MAG02745,MG_199414,38.473015
MAG02746,MG_199414,10.936438
MAG02747,MG_199723,15.895905
MAG02748,MG_199723,21.712517
MAG02749,MG_199723,99.692024
MAG02750,MG_199723,92.425026
MAG02751,MG_199743,31.223442
MAG02752,MG_199743,265.43472
MAG02753,MG_199743,46.996338
MAG02754,MG_199767b,8.049785
MAG02755,MG_199767b,12.225651
MAG02756,MG_199767b,29.464994
MAG02757,MG_199767b,159.17696
MAG02758,MG_200714,283.7246
MAG02759,MG_200714,25.594006
MAG02760,MG_200766,19.353434
MAG02761,MG_200766,386.3283
MAG02762,MG_200766,113.94726
MAG02763,MG_200766,20.144508
MAG02764,MG_200771,16.145126
MAG02765,MG_200771,10.086531
MAG02766,MG_200771,70.43925
MAG02767,MG_200771,10.401395
MAG02768,MG_2009001159,383.23706
MAG02769,MG_2009001209,14.421419
MAG02770,MG_2009001209,114.41281
MAG02771,MG_2009001269,8.644086
MAG02772,MG_2009001269,22.787773
MAG02773,MG_2009001269,332.1605
MAG02774,MG_2009001309,304.03632
MAG02775,MG_2009001309,26.60436
MAG02776,MG_2009001309,9.275993
MAG02777,MG_2009001379,63.070103
MAG02778,MG_2009001379,6.56488
MAG02779,MG_2009001379,8.3556795
MAG02780,MG_200930,1610.1747
MAG02781,MG_200930,48.66041
MAG02782,MG_200930,484.2405
MAG02783,MG_200942,349.94287
MAG02784,MG_200942,29.963684
MAG02785,MG_200942,20.938993
MAG02786,MG_200942,18.25886
MAG02787,MG_200942,950.3256
MAG02788,MG_200942,25.710081
MAG02789,MG_200942,18.652447
MAG02790,MG_200942,43.774952
MAG02791,MG_200942,9.943035
MAG02792,MG_200942,22.37036
MAG02793,MG_200942,80.55267
MAG02794,MG_200942,11.048945
MAG02795,MG_200942,77.71866
MAG02796,MG_200942,17.71089
MAG02797,MG_200942,71.3016
MAG02798,MG_200942,20.711893
MAG02799,MG_200942,19.814068
MAG02800,MG_200942,243.2446
MAG02801,MG_200942,46.194008
MAG02802,MG_200966,23.870865
MAG02803,MG_200966,1569.7865
MAG02804,MG_200966,552.9889
MAG02805,MG_200966,20.898993
MAG02806,MG_202050,699.9161
MAG02807,MG_202050,8.883047
MAG02808,MG_202050,9.140601
MAG02809,MG_202050,37.059155
MAG02810,MG_202050,53.077183
MAG02811,MG_202050,15.95206
MAG02812,MG_202050,23.13267
MAG02813,MG_202050,12.983709
MAG02814,MG_202050,115.6406
MAG02815,MG_202050,55.439888
MAG02816,MG_202050,63.340782
MAG02817,MG_202098,33.80641
MAG02818,MG_202098,17.699345
MAG02819,MG_202098,181.16737
MAG02820,MG_202098,365.32278
MAG02821,MG_202098,176.10806
MAG02822,MG_202098,179.7791
MAG02823,MG_202098,8.322527
MAG02824,MG_202098,130.20207
MAG02825,MG_202098,281.46292
MAG02826,MG_202098,1698.641
MAG02827,MG_202098,11.316691
MAG02828,MG_202098,71.34095
MAG02829,MG_202098,359.27338
MAG02830,MG_202098,14.761158
MAG02831,MG_202098,21.127443
MAG02832,MG_202098,10.045049
MAG02833,MG_202098,36.99751
MAG02834,MG_202098,99.88459
MAG02835,MG_202828,12.915845
MAG02836,MG_202828,339.58762
MAG02837,MG_202828,24.818874
MAG02838,MG_202852,21.600018
MAG02839,MG_202852,40.027096
MAG02840,MG_202852,97.389755
MAG02841,MG_202852,32.227787
MAG02842,MG_202852,11.212394
MAG02843,MG_202872,105.20868
MAG02844,MG_202872,20.71997
MAG02845,MG_203059,1414.799
MAG02846,MG_203059,148.74803
MAG02847,MG_203059,103.12036
MAG02848,MG_203059,178.54762
MAG02849,MG_203059,278.6171
MAG02850,MG_203059,300.23877
MAG02851,MG_203059,845.8395
MAG02852,MG_203059,2225.617
MAG02853,MG_203077,52.986088
MAG02854,MG_203077,138.11444
MAG02855,MG_203077,24.817068
MAG02856,MG_203077,30.273119
MAG02857,MG_203077,38.543068
MAG02858,MG_203077,121.30177
MAG02859,MG_203077,50.49158
MAG02860,MG_203077,52.90645
MAG02861,MG_203077,31.251133
MAG02862,MG_203077,12.1401615
MAG02863,MG_203077,7.9201264
MAG02864,MG_203077,88.98376
MAG02865,MG_203077,519.79645
MAG02866,MG_203077,21.19921
MAG02867,MG_203077,19.52405
MAG02868,MG_203077,15.23405
MAG02869,MG_203077,99.216736
MAG02870,MG_203077,757.7896
MAG02871,MG_203077,7.5696845
MAG02872,MG_203077,92.76335
MAG02873,MG_203077,37.821083
MAG02874,MG_203077,76.89991
MAG02875,MG_203077,30.140236
MAG02876,MG_203077,8.996659
MAG02877,MG_203101,127.57624
MAG02878,MG_203101,69.26222
MAG02879,MG_203101,8.521698
MAG02880,MG_203101,115.577675
MAG02881,MG_203101,32.069748
MAG02882,MG_203101,83.57544
MAG02883,MG_203101,19.52299
MAG02884,MG_203101,1406.4006
MAG02885,MG_203101,85.51699
MAG02886,MG_203101,6.266417
MAG02887,MG_203101,71.84152
MAG02888,MG_203101,14.874478
MAG02889,MG_203101,155.11076
MAG02890,MG_203101,64.22985
MAG02891,MG_203101,8.849607
MAG02892,MG_203101,23.314949
MAG02893,MG_203101,47.635517
MAG02894,MG_203101,54.233456
MAG02895,MG_203101,1054.6638
MAG02896,MG_203125,27.50139
MAG02897,MG_203125,105.78159
MAG02898,MG_203125,15.205435
MAG02899,MG_203125,43.993713
MAG02900,MG_203125,12.867848
MAG02901,MG_203125,22.875908
MAG02902,MG_203125,24.372755
MAG02903,MG_203125,15.537023
MAG02904,MG_203125,28.06297
MAG02905,MG_203125,261.74503
MAG02906,MG_203125,287.2813
MAG02907,MG_203125,50.121227
MAG02908,MG_203125,281.7935
MAG02909,MG_203125,48.1205
MAG02910,MG_203125,23.103645
MAG02911,MG_203125,29.326797
MAG02912,MG_203125,237.82954
MAG02913,MG_203125,59.01228
MAG02914,MG_203125,35.354294
MAG02915,MG_203125,39.481777
MAG02916,MG_203187,381.04474
MAG02917,MG_203187,251.6914
MAG02918,MG_203187,84.6652
MAG02919,MG_203187,82.24733
MAG02920,MG_203251,51.80336
MAG02921,MG_203251,1331.8313
MAG02922,MG_203251,47.542854
MAG02923,MG_203251,145.01064
MAG02924,MG_203251,195.00381
MAG02925,MG_203251,52.232185
MAG02926,MG_203251,25.859354
MAG02927,MG_203251,311.71112
MAG02928,MG_203251,10.237466
MAG02929,MG_203323,185.22374
MAG02930,MG_203323,139.85786
MAG02931,MG_203323,83.924835
MAG02932,MG_203323,176.25294
MAG02933,MG_203323,324.90543
MAG02934,MG_203323,2125.367
MAG02935,MG_203323,389.33014
MAG02936,MG_203323,473.93576
MAG02937,MG_203703,243.49545
MAG02938,MG_203751,26.962471
MAG02939,MG_203751,39.333416
MAG02940,MG_203751,56.748287
MAG02941,MG_203751,32.44083
MAG02942,MG_203751,32.154625
MAG02943,MG_205081,31.093077
MAG02944,MG_205081,8.321449
MAG02945,MG_205081,3722.554
MAG02946,MG_205081,35.973347
MAG02947,MG_205081,532.6585
MAG02948,MG_205081,8.389935
MAG02949,MG_205081,21.667234
MAG02950,MG_205081,35.697388
MAG02951,MG_205081,185.82057
MAG02952,MG_205081,64.068886
MAG02953,MG_205081,14.087141
MAG02954,MG_205081,56.506123
MAG02955,MG_205081,60.840843
MAG02956,MG_205081,60.719074
MAG02957,MG_205081,18.476963
MAG02958,MG_205081,41.144352
MAG02959,MG_205081,271.09073
MAG02960,MG_205081,373.1568
MAG02961,MG_205081,459.7827
MAG02962,MG_205117,68.4149
MAG02963,MG_205117,394.38693
MAG02964,MG_205117,32.649807
MAG02965,MG_205117,180.4328
MAG02966,MG_205117,40.218273
MAG02967,MG_205183,661.27747
MAG02968,MG_205183,37.805378
MAG02969,MG_205183,5.8722143
MAG02970,MG_205183,29.158392
MAG02971,MG_205183,84.10815
MAG02972,MG_205183,11.704092
MAG02973,MG_205183,29.670723
MAG02974,MG_205183,78.42297
MAG02975,MG_205183,8.235047
MAG02976,MG_205183,115.3174
MAG02977,MG_205183,76.82449
MAG02978,MG_205209,36.185783
MAG02979,MG_205209,35.887466
MAG02980,MG_205209,145.63121
MAG02981,MG_205209,342.97345
MAG02982,MG_205209,71.88884
MAG02983,MG_205209,201.91269
MAG02984,MG_205209,12.420566
MAG02985,MG_205209,204.46782
MAG02986,MG_205209,50.90732
MAG02987,MG_205209,43.331093
MAG02988,MG_205209,2061.9756
MAG02989,MG_205209,28.197283
MAG02990,MG_205223,78.14943
MAG02991,MG_205223,19.206457
MAG02992,MG_205223,595.81506
MAG02993,MG_205223,12.304738
MAG02994,MG_205223,105.90797
MAG02995,MG_205223,38.049915
MAG02996,MG_205223,52.306667
MAG02997,MG_205223,165.97061
MAG02998,MG_205223,27.269827
MAG02999,MG_205223,53.434093
MAG03000,MG_205223,9.42095
MAG03001,MG_205223,43.164845
MAG03002,MG_205243,27.568886
MAG03003,MG_205243,7.254784
MAG03004,MG_205243,5.424736
MAG03005,MG_205243,33.887733
MAG03006,MG_205243,24.581083
MAG03007,MG_205243,51.062675
MAG03008,MG_205243,398.3735
MAG03009,MG_205243,58.585346
MAG03010,MG_205243,11.855835
MAG03011,MG_205243,42.015503
MAG03012,MG_205243,8.327174
MAG03013,MG_205281,21.044785
MAG03014,MG_205281,77.45858
MAG03015,MG_205281,16.603207
MAG03016,MG_205281,13.126345
MAG03017,MG_205281,152.86644
MAG03018,MG_205281,44.628834
MAG03019,MG_205281,35.195755
MAG03020,MG_205281,23.925129
MAG03021,MG_205311,287.6131
MAG03022,MG_205311,29.578716
MAG03023,MG_205311,2729.436
MAG03024,MG_205311,963.87756
MAG03025,MG_205311,7.2266426
MAG03026,MG_205311,102.11899
MAG03027,MG_205311,8.644247
MAG03028,MG_205311,22.434618
MAG03029,MG_205311,8.465244
MAG03030,MG_205311,446.5029
MAG03031,MG_205311,35.73102
MAG03032,MG_205311,54.80824
MAG03033,MG_205311,46.192352
MAG03034,MG_205311,10.139616
MAG03035,MG_205311,260.14938
MAG03036,MG_205311,377.8912
MAG03037,MG_205311,97.76431
MAG03038,MG_205335,505.70358
MAG03039,MG_205335,2110.166
MAG03040,MG_205335,97.63312
MAG03041,MG_205335,404.76917
MAG03042,MG_205335,55.672497
MAG03043,MG_205335,56.182346
MAG03044,MG_205335,318.25742
MAG03045,MG_205335,101.756966
MAG03046,MG_205335,89.28005
MAG03047,MG_205335,88.51945
MAG03048,MG_205335,375.69653
MAG03049,MG_205337,291.55853
MAG03050,MG_205337,427.21274
MAG03051,MG_205337,391.82877
MAG03052,MG_205337,104.89618
MAG03053,MG_205337,119.3185
MAG03054,MG_205337,2995.792
MAG03055,MG_205337,59.031494
MAG03056,MG_205337,68.79832
MAG03057,MG_205337,153.87668
MAG03058,MG_205337,463.9348
MAG03059,MG_205337,587.42285
MAG03060,MG_205337,1071.9845
MAG03061,MG_205367,221.32285
MAG03062,MG_205367,462.87076
MAG03063,MG_205367,3266.3206
MAG03064,MG_205367,12.668882
MAG03065,MG_205367,79.20313
MAG03066,MG_205367,126.87591
MAG03067,MG_205367,135.84213
MAG03068,MG_205367,303.0735
MAG03069,MG_205367,682.746
MAG03070,MG_205367,43.793385
MAG03071,MG_205367,47.14167
MAG03072,MG_205367,509.43658
MAG03073,MG_205367,14.189222
MAG03074,MG_205367,15.833271
MAG03075,MG_205367,25.398085
MAG03076,MG_205763,53.204044
MAG03077,MG_205763,179.09537
MAG03078,MG_205763,42.25582
MAG03079,MG_205763,72.58953
MAG03080,MG_205763,140.01859
MAG03081,MG_205763,24.294163
MAG03082,MG_205763,13.358633
MAG03083,MG_205763,26.981625
MAG03084,MG_205763,35.83093
MAG03085,MG_205763,9.033249
MAG03086,MG_205763,28.838114
MAG03087,MG_205763,559.96686
MAG03088,MG_205763,94.76366
MAG03089,MG_205763,89.0746
MAG03090,MG_205763,853.0134
MAG03091,MG_205763,108.17621
MAG03092,MG_205763,148.6595
MAG03093,MG_205763,38.104805
MAG03094,MG_205763,31.02389
MAG03095,MG_205763,19.448877
MAG03096,MG_205763,1415.2877
MAG03097,MG_205763,51.0016
MAG03098,MG_205763,7.8825617
MAG03099,MG_205763,6.571772
MAG03100,MG_205763,16.269112
MAG03101,MG_205763,58.96182
MAG03102,MG_205763,8.04738
MAG03103,MG_205763,61.823822
MAG03104,MG_205763,20.624685
MAG03105,MG_205819,13.578555
MAG03106,MG_205819,20.856829
MAG03107,MG_205819,48.390182
MAG03108,MG_205819,73.53207
MAG03109,MG_205819,822.9991
MAG03110,MG_205819,24.894798
MAG03111,MG_205819,235.46915
MAG03112,MG_205819,40.774174
MAG03113,MG_205819,37.80871
MAG03114,MG_205819,75.13689
MAG03115,MG_205819,45.82265
MAG03116,MG_205819,2264.6887
MAG03117,MG_205819,54.79752
MAG03118,MG_205819,96.85294
MAG03119,MG_205819,148.66449
MAG03120,MG_205819,360.01297
MAG03121,MG_205819,13.206648
MAG03122,MG_205819,15.330191
MAG03123,MG_205819,24.602406
MAG03124,MG_205819,73.63738
MAG03125,MG_205819,17.312862
MAG03126,MG_205819,88.47987
MAG03127,MG_205819,19.114286
MAG03128,MG_205819,59.34972
MAG03129,MG_205819,29.915857
MAG03130,MG_205915,638.849
MAG03131,MG_205915,71.02513
MAG03132,MG_205915,242.6036
MAG03133,MG_205939,112.136665
MAG03134,MG_205939,257.8507
MAG03135,MG_205939,1601.319
MAG03136,MG_205939,72.687836
MAG03137,MG_205939,1022.52185
MAG03138,MG_205939,211.29137
MAG03139,MG_205939,56.674175
MAG03140,MG_206015,311.68497
MAG03141,MG_206015,146.83656
MAG03142,MG_206015,72.98808
MAG03143,MG_206015,267.75525
MAG03144,MG_206015,145.08812
MAG03145,MG_206015,212.68901
MAG03146,MG_206015,130.82028
MAG03147,MG_206015,118.67946
MAG03148,MG_206015,81.06383
MAG03149,MG_206015,87.32057
MAG03150,MG_206015,871.3929
MAG03151,MG_206737,491.44244
MAG03152,MG_206737,45.816105
MAG03153,MG_206737,75.84604
MAG03154,MG_206737,12.810489
MAG03155,MG_206737,175.1802
MAG03156,MG_206737,30.037739
MAG03157,MG_206737,13.810424
MAG03158,MG_206737,20.468132
MAG03159,MG_206737,56.967903
MAG03160,MG_206737,31.817064
MAG03161,MG_206737,281.21878
MAG03162,MG_206752,275.1865
MAG03163,MG_206752,85.52205
MAG03164,MG_206752,91.090614
MAG03165,MG_206752,40.00452
MAG03166,MG_206752,40.20412
MAG03167,MG_206752,167.01106
MAG03168,MG_206752,1601.42
MAG03169,MG_206752,95.52709
MAG03170,MG_206752,581.2889
MAG03171,MG_206752,48.89282
MAG03172,MG_206776,21.62719
MAG03173,MG_206776,40.891033
MAG03174,MG_206776,38.428913
MAG03175,MG_206776,23.225334
MAG03176,MG_206776,32.133144
MAG03177,MG_206776,14.889058
MAG03178,MG_206776,15.2703085
MAG03179,MG_206776,377.0922
MAG03180,MG_206776,133.81744
MAG03181,MG_206776,1404.8939
MAG03182,MG_206776,54.53899
MAG03183,MG_206776,30.796253
MAG03184,MG_206776,63.04999
MAG03185,MG_206776,27.201292
MAG03186,MG_206776,642.5015
MAG03187,MG_206776,25.88202
MAG03188,MG_206776,106.4842
MAG03189,MG_206776,16.598024
MAG03190,MG_206776,13.64859
MAG03191,MG_206786,687.239
MAG03192,MG_206786,638.50336
MAG03193,MG_206786,2398.3403
MAG03194,MG_206786,69.43132
MAG03195,MG_206786,62.373287
MAG03196,MG_206786,197.86159
MAG03197,MG_206830,87.486015
MAG03198,MG_206830,1282.1172
MAG03199,MG_206830,488.66574
MAG03200,MG_206830,660.82355
MAG03201,MG_206830,16.493586
MAG03202,MG_206830,247.67365
MAG03203,MG_206830,85.868004
MAG03204,MG_206830,30.260258
MAG03205,MG_206830,304.53607
MAG03206,MG_206830,252.55661
MAG03207,MG_206830,28.240755
MAG03208,MG_206830,65.52189
MAG03209,MG_206894,45.63616
MAG03210,MG_206894,1809.5173
MAG03211,MG_206894,110.257744
MAG03212,MG_206894,464.07098
MAG03213,MG_206894,64.97058
MAG03214,MG_206894,79.37274
MAG03215,MG_206894,172.77214
MAG03216,MG_206958,9.477468
MAG03217,MG_206958,66.47298
MAG03218,MG_206958,23.711422
MAG03219,MG_206958,439.21475
MAG03220,MG_206958,61.78003
MAG03221,MG_207030,1210.8934
MAG03222,MG_208096,11.9117985
MAG03223,MG_208096,284.39908
MAG03224,MG_208120,52.01437
MAG03225,MG_208120,1862.94
MAG03226,MG_208120,249.39531
MAG03227,MG_208144,37.39294
MAG03228,MG_208144,33.612385
MAG03229,MG_208144,42.18212
MAG03230,MG_208144,45.027485
MAG03231,MG_208144,13.349626
MAG03232,MG_208144,8.645117
MAG03233,MG_208144,38.952736
MAG03234,MG_208144,12.913257
MAG03235,MG_208144,11.022069
MAG03236,MG_208144,168.30655
MAG03237,MG_208144,17.670351
MAG03238,MG_208144,27.648108
MAG03239,MG_208144,97.380035
MAG03240,MG_208144,89.1053
MAG03241,MG_208168,16.752048
MAG03242,MG_208168,743.87476
MAG03243,MG_208168,265.38828
MAG03244,MG_208192,32.568558
MAG03245,MG_208192,452.8886
MAG03246,MG_208192,8.323125
MAG03247,MG_208442,8.785964
MAG03248,MG_208442,149.14604
MAG03249,MG_208465,190.89339
MAG03250,MG_208485,63.098316
MAG03251,MG_208485,40.604603
MAG03252,MG_208485,724.9537
MAG03253,MG_208485,21.472204
MAG03254,MG_208759,43.721542
MAG03255,MG_208759,16.301228
MAG03256,MG_208759,40.445076
MAG03257,MG_208806,135.85918
MAG03258,MG_208806,220.04205
MAG03259,MG_208806,25.577377
MAG03260,MG_208806,97.74974
MAG03261,MG_208806,20.964304
MAG03262,MG_208856,805.2372
MAG03263,MG_208920,67.64715
MAG03264,MG_208920,274.89047
MAG03265,MG_208920,158.04482
MAG03266,MG_208972,22.067749
MAG03267,MG_208972,70.594795
MAG03268,MG_208972,34.25938
MAG03269,MG_208972,66.90167
MAG03270,MG_208972,1470.5529
MAG03271,MG_208972,57.451645
MAG03272,MG_208972,110.76697
MAG03273,MG_209048,481.8391
MAG03274,MG_209048,133.42595
MAG03275,MG_209048,441.91266
MAG03276,MG_209048,239.34981
MAG03277,MG_209436,8.582835
MAG03278,MG_209436,87.135025
MAG03279,MG_209480,23.928228
MAG03280,MG_209480,100.47817
MAG03281,MG_209480,610.9414
MAG03282,MG_209873,26.24935
MAG03283,MG_209873,128.02371
MAG03284,MG_209873,9.406114
MAG03285,MG_209873,53.17982
MAG03286,MG_209873,206.33351
MAG03287,MG_209873,176.40219
MAG03288,MG_209873,43.273724
MAG03289,MG_209873,233.89606
MAG03290,MG_209873,401.9093
MAG03291,MG_209873,97.887276
MAG03292,MG_209873,87.47026
MAG03293,MG_209873,31.097334
MAG03294,MG_209873,85.466156
MAG03295,MG_209873,94.85871
MAG03296,MG_209873,334.11212
MAG03297,MG_209873,38.10889
MAG03298,MG_209873,411.5686
MAG03299,MG_209873,117.19814
MAG03300,MG_209873,12.963732
MAG03301,MG_209873,13.786288
MAG03302,MG_209873,107.845726
MAG03303,MG_209873,189.88492
MAG03304,MG_209873,16.549616
MAG03305,MG_209873,139.45045
MAG03306,MG_209873,50.095936
MAG03307,MG_209897,67.75338
MAG03308,MG_209897,93.53623
MAG03309,MG_209897,119.949066
MAG03310,MG_209897,322.82813
MAG03311,MG_209897,38.200848
MAG03312,MG_209897,126.704384
MAG03313,MG_209897,31.721457
MAG03314,MG_209897,8.714831
MAG03315,MG_209897,177.5987
MAG03316,MG_209897,493.055
MAG03317,MG_209897,31.241982
MAG03318,MG_209897,353.28098
MAG03319,MG_209897,98.91462
MAG03320,MG_209897,480.87823
MAG03321,MG_209897,29.552505
MAG03322,MG_209897,31.167099
MAG03323,MG_209897,1936.5686
MAG03324,MG_209897,23.084963
MAG03325,MG_209897,78.70224
MAG03326,MG_209897,87.027626
MAG03327,MG_209897,93.437935
MAG03328,MG_209897,45.62463
MAG03329,MG_209897,136.84882
MAG03330,MG_209897,39.205902
MAG03331,MG_209897,127.45496
MAG03332,MG_209897,24.350554
MAG03333,MG_209897,29.3521
MAG03334,MG_209897,379.1033
MAG03335,MG_209933,7.7496753
MAG03336,MG_209933,17.11349
MAG03337,MG_209933,89.149345
MAG03338,MG_209933,965.7239
MAG03339,MG_209933,63.854076
MAG03340,MG_209933,251.46051
MAG03341,MG_209933,22.542349
MAG03342,MG_209933,23.431568
MAG03343,MG_209933,11.508582
MAG03344,MG_209933,55.905212
MAG03345,MG_209933,391.7339
MAG03346,MG_209933,789.88745
MAG03347,MG_209933,83.566986
MAG03348,MG_20_00135_05,1224.3683
MAG03349,MG_20_00144_05,2957.736
MAG03350,MG_20_00145_05,128.41693
MAG03351,MG_20_00145_05,185.25433
